datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2)
2022-07-15 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.33,2.75,0.00
2022-07-15 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.49,2.90,0.00
2022-07-15 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.80,3.14,0.00
2022-07-16 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.27,2.95,0.00
2022-07-16 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.94,2.85,0.00
2022-07-16 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.42,2.84,0.00
2022-07-16 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.47,2.54,7.12
2022-07-16 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.45,2.75,58.86
2022-07-16 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.61,2.62,122.32
2022-07-16 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.01,2.81,257.95
2022-07-16 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.40,3.03,316.25
2022-07-16 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.28,3.36,517.82
2022-07-16 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.87,3.71,613.51
2022-07-16 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.94,3.64,686.32
2022-07-16 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.41,4.11,656.80
2022-07-16 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.30,4.68,539.82
2022-07-16 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.57,4.85,524.05
2022-07-16 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.48,4.98,457.99
2022-07-16 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.06,4.66,315.33
2022-07-16 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.79,4.34,224.73
2022-07-16 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.90,3.82,177.42
2022-07-16 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.38,2.91,119.58
2022-07-16 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.12,2.31,50.55
2022-07-16 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.97,2.52,7.40
2022-07-16 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.11,2.57,0.00
2022-07-16 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.72,2.61,0.00
2022-07-16 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.03,2.68,0.00
2022-07-17 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.79,3.05,0.00
2022-07-17 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.16,2.97,0.00
2022-07-17 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.86,2.81,0.00
2022-07-17 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.11,2.77,6.15
2022-07-17 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.73,2.45,53.84
2022-07-17 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.45,1.78,115.00
2022-07-17 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.12,1.60,234.02
2022-07-17 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.61,1.64,383.33
2022-07-17 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.84,2.23,523.92
2022-07-17 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.94,3.21,612.82
2022-07-17 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.36,2.71,578.11
2022-07-17 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.98,3.46,598.29
2022-07-17 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.79,3.37,349.31
2022-07-17 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.51,3.64,334.09
2022-07-17 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.57,4.27,204.88
2022-07-17 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.01,4.69,385.07
2022-07-17 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.19,4.71,328.43
2022-07-17 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.85,3.76,175.24
2022-07-17 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.53,3.02,95.20
2022-07-17 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.37,3.19,57.16
2022-07-17 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.20,3.39,5.85
2022-07-17 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.37,3.48,0.00
2022-07-17 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.53,3.98,0.00
2022-07-17 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.24,3.66,0.00
2022-07-18 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.81,3.50,0.00
2022-07-18 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.32,3.31,0.00
2022-07-18 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.96,3.39,0.00
2022-07-18 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.98,3.47,4.32
2022-07-18 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.16,3.43,45.13
2022-07-18 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.07,4.76,126.71
2022-07-18 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.91,4.70,220.40
2022-07-18 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.92,4.33,246.71
2022-07-18 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.83,4.20,311.19
2022-07-18 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.63,4.12,251.92
2022-07-18 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.78,3.72,276.56
2022-07-18 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.75,4.35,251.79
2022-07-18 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.69,3.88,343.12
2022-07-18 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.98,3.62,432.72
2022-07-18 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.05,4.65,491.45
2022-07-18 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.40,4.94,390.98
2022-07-18 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.98,4.30,225.11
2022-07-18 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.77,4.16,211.82
2022-07-18 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.70,3.62,94.86
2022-07-18 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.72,3.09,50.12
2022-07-18 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.41,2.71,6.22
2022-07-18 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.18,2.77,0.00
2022-07-18 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.08,3.01,0.00
2022-07-18 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.31,3.04,0.00
2022-07-19 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.57,3.00,0.00
2022-07-19 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.05,2.96,0.00
2022-07-19 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.53,2.45,0.00
2022-07-19 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.54,2.36,5.10
2022-07-19 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.99,2.24,60.32
2022-07-19 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.91,2.18,152.67
2022-07-19 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.28,2.69,280.30
2022-07-19 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.68,2.41,290.12
2022-07-19 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.94,2.88,359.74
2022-07-19 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.48,3.09,471.42
2022-07-19 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.73,3.28,575.63
2022-07-19 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.39,3.30,620.53
2022-07-19 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.61,3.62,718.75
2022-07-19 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.22,3.82,712.89
2022-07-19 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.63,3.28,653.29
2022-07-19 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.71,2.90,557.03
2022-07-19 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.53,2.45,444.67
2022-07-19 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.90,1.99,303.15
2022-07-19 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.30,1.72,179.04
2022-07-19 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.73,1.71,71.57
2022-07-19 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.61,1.03,8.15
2022-07-19 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.56,1.59,0.00
2022-07-19 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.34,1.57,0.00
2022-07-19 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.87,2.53,0.00
2022-07-20 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.33,2.74,0.00
2022-07-20 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.79,2.94,0.00
2022-07-20 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.55,3.15,0.00
2022-07-20 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.59,3.26,4.47
2022-07-20 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.45,2.97,57.81
2022-07-20 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.65,2.42,158.45
2022-07-20 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.19,2.28,285.23
2022-07-20 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.86,2.23,377.55
2022-07-20 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.18,2.15,463.87
2022-07-20 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,27.03,2.14,553.65
2022-07-20 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,28.48,2.24,682.16
2022-07-20 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,29.82,1.99,713.81
2022-07-20 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,31.10,2.06,755.68
2022-07-20 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,32.05,2.20,727.13
2022-07-20 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,32.57,2.60,656.30
2022-07-20 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,33.07,2.79,555.80
2022-07-20 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,32.78,2.55,436.11
2022-07-20 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,31.80,1.81,306.84
2022-07-20 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,29.56,2.07,179.33
2022-07-20 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,27.37,2.74,71.16
2022-07-20 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.77,3.13,7.35
2022-07-20 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.84,3.39,0.00
2022-07-20 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.38,3.27,0.00
2022-07-20 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.00,3.24,0.00
2022-07-21 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.90,3.16,0.00
2022-07-21 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.60,3.12,0.00
2022-07-21 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.75,2.87,0.00
2022-07-21 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.30,2.63,3.94
2022-07-21 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.72,2.47,57.46
2022-07-21 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.65,2.10,157.22
2022-07-21 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.50,1.88,285.57
2022-07-21 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,26.23,1.70,420.18
2022-07-21 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,28.79,1.46,521.77
2022-07-21 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,31.13,1.72,612.36
2022-07-21 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,32.76,2.70,682.85
2022-07-21 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,34.20,3.31,696.03
2022-07-21 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,35.23,3.48,673.19
2022-07-21 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,35.87,2.63,653.00
2022-07-21 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,35.93,2.23,504.65
2022-07-21 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,34.54,3.16,371.94
2022-07-21 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,34.33,1.13,256.83
2022-07-21 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,34.01,1.23,261.65
2022-07-21 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,31.58,1.86,159.68
2022-07-21 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,28.92,3.17,66.57
2022-07-21 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,26.81,4.43,6.41
2022-07-21 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.39,5.02,0.00
2022-07-21 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.27,4.58,0.00
2022-07-21 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.27,3.80,0.00
2022-07-22 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.90,3.78,0.00
2022-07-22 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.23,4.03,0.00
2022-07-22 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.52,3.85,0.00
2022-07-22 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.89,3.68,2.54
2022-07-22 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.88,3.60,34.09
2022-07-22 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.10,3.47,87.16
2022-07-22 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.57,3.62,205.90
2022-07-22 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.19,2.92,227.99
2022-07-22 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.40,2.30,420.87
2022-07-22 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.91,1.97,478.77
2022-07-22 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.47,1.37,613.88
2022-07-22 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.07,1.41,545.35
2022-07-22 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.30,1.77,558.77
2022-07-22 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.80,2.19,513.92
2022-07-22 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.37,2.11,485.37
2022-07-22 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.87,2.74,317.05
2022-07-22 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.12,2.34,169.85
2022-07-22 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.55,2.52,156.20
2022-07-22 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.00,1.70,70.19
2022-07-22 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.67,2.19,18.13
2022-07-22 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.26,2.31,2.43
2022-07-22 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.76,2.57,0.00
2022-07-22 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.84,1.88,0.00
2022-07-22 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.21,1.89,0.00
2022-07-23 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.76,1.71,0.00
2022-07-23 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.29,1.87,0.00
2022-07-23 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.94,1.93,0.00
2022-07-23 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.63,2.21,0.74
2022-07-23 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.58,2.29,15.53
2022-07-23 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.74,2.34,57.46
2022-07-23 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.02,2.10,92.62
2022-07-23 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.13,2.04,71.83
2022-07-23 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.29,2.01,89.48
2022-07-23 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.20,2.36,89.51
2022-07-23 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.30,2.36,89.53
2022-07-23 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.24,2.31,72.34
2022-07-23 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.24,2.20,55.92
2022-07-23 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.58,2.03,74.20
2022-07-23 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.65,1.85,66.15
2022-07-23 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.69,2.05,45.95
2022-07-23 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.54,2.26,45.48
2022-07-23 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.32,2.23,29.44
2022-07-23 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.33,2.05,19.67
2022-07-23 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.08,1.96,6.16
2022-07-23 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.70,1.76,0.64
2022-07-23 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.46,1.60,0.00
2022-07-23 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.00,2.16,0.00
2022-07-23 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.89,2.08,0.00
2022-07-24 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.61,1.92,0.00
2022-07-24 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.17,1.53,0.00
2022-07-24 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.90,1.63,0.00
2022-07-24 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.89,1.27,1.34
2022-07-24 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.23,1.86,30.62
2022-07-24 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.86,2.11,109.66
2022-07-24 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.49,2.67,199.95
2022-07-24 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.30,3.08,307.24
2022-07-24 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.93,3.57,343.83
2022-07-24 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.70,3.49,324.00
2022-07-24 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.95,3.31,437.43
2022-07-24 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.11,3.29,622.92
2022-07-24 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.85,3.84,573.20
2022-07-24 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.35,3.89,580.31
2022-07-24 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.17,3.92,444.79
2022-07-24 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.73,3.22,412.22
2022-07-24 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.53,2.27,319.97
2022-07-24 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.61,2.39,127.61
2022-07-24 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.12,1.39,67.97
2022-07-24 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.17,0.99,42.95
2022-07-24 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.05,2.02,2.97
2022-07-24 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.32,2.46,0.00
2022-07-24 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.64,3.47,0.00
2022-07-24 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.63,3.24,0.00
2022-07-25 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.85,2.97,0.00
2022-07-25 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.81,2.97,0.00
2022-07-25 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.13,3.05,0.00
2022-07-25 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.44,3.15,1.28
2022-07-25 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.12,3.05,31.24
2022-07-25 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.46,2.95,79.19
2022-07-25 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.03,2.80,169.77
2022-07-25 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.58,2.84,191.74
2022-07-25 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.53,2.94,264.65
2022-07-25 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.02,3.45,229.53
2022-07-25 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.41,3.75,172.18
2022-07-25 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.41,3.73,176.45
2022-07-25 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.02,3.39,223.63
2022-07-25 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.91,3.26,252.69
2022-07-25 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.06,2.38,167.89
2022-07-25 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.35,1.87,200.64
2022-07-25 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.57,2.32,254.56
2022-07-25 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.97,2.86,143.99
2022-07-25 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.47,2.93,68.36
2022-07-25 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.54,2.99,21.62
2022-07-25 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.39,3.05,1.69
2022-07-25 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.60,2.85,0.00
2022-07-25 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.80,3.30,0.00
2022-07-25 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.62,3.60,0.00
2022-07-26 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.74,3.43,0.00
2022-07-26 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.79,2.40,0.00
2022-07-26 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.74,2.55,0.00
2022-07-26 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.51,2.92,0.19
2022-07-26 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.33,3.41,12.01
2022-07-26 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.31,3.65,76.81
2022-07-26 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.34,3.69,184.20
2022-07-26 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.33,3.73,272.27
2022-07-26 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.17,4.01,390.16
2022-07-26 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.63,4.31,458.11
2022-07-26 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.60,3.78,557.83
2022-07-26 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.89,4.99,644.80
2022-07-26 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.79,6.07,601.67
2022-07-26 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.63,6.21,547.51
2022-07-26 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.36,6.40,502.25
2022-07-26 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.07,6.54,460.68
2022-07-26 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.01,6.14,247.56
2022-07-26 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.69,5.52,201.09
2022-07-26 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.03,5.08,97.42
2022-07-26 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.44,4.95,37.85
2022-07-26 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.52,4.93,2.19
2022-07-26 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.76,4.85,0.00
2022-07-26 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.43,5.00,0.00
2022-07-26 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.78,4.74,0.00
2022-07-27 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.42,4.67,0.00
2022-07-27 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.99,4.43,0.00
2022-07-27 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.67,4.00,0.00
2022-07-27 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.64,3.64,1.09
2022-07-27 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.37,3.29,41.45
2022-07-27 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.56,3.30,118.25
2022-07-27 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.71,3.29,206.34
2022-07-27 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.89,3.08,212.85
2022-07-27 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.45,2.59,284.81
2022-07-27 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.24,2.55,247.61
2022-07-27 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.77,2.38,358.14
